id,product,date,product_description,content,rating,brand
81720,Olee Sleep 9 Inch I-gel Multi Layered Memory Foam Matress,17 Apr 2020,,"Like most others, I waited to write this review to try the mattress out for a few weeks.  It is amazing!  Firm enough for support and no lower back pain (I'm a side sleeper) but forgiving enough that you don't feel like you are on a brick.  I have a full size.  There was no chemical odor that I noticed, and the mattress reached it's full dimensions quickly.  No motion transfer with someone else in the bed.  I love it, and highly recommend this product.  At the price point?  It's a steal!",5.0,olee sleep
85381,"Queen Mattress, Molblly 10 inch Gel Memory Foam Mattress with CertiPUR-US Certified Foam Bed Mattress in a Box for Sleep Cooler & Pressure Relief, Queen Size",14 May 2019,,I switched to this Gel mattress and love it. I sleep better than I have in a long time with minimal body aches. Yay!!,5.0,molblly
54908,Life Home Comfort Sleep 6-Inch Mattress GreenFoam Certified - Twin - New3,10 Jun 2018,6 Inch Mattress,"this is a horrible mattress. im only 110lbs and i can feel the springs in it poking me every time i sit or lay on it. it feels like there is no support or inner foam at all- all i feel are the springs inside.  how is that possible? its 2018, why is it so hard to figure out how to make a mattress? i'm thoroughly disappointed with this product- it doesn't matter that its $55. how in the world am i supposed to return this? what a hassle. there shouldn't be any confusion on how to make a mattress in this day and age. just another rip off for some CEO somewhere to make money off it. its not ""you get what you pay for"". i recently purchased a linen spa twin mattress for $10 more and its much nicer than this poc. i took a chance on this one- what a mistake.",1.0, 
74512,Milliard Tri Folding Mattress with Washable Cover - Queen (78 inches x 58 inches x 4 inches),29 May 2019,"Color: Mattress {Queen Size} The Milliard Memory Foam Tri-fold Mattress allows you to get a comfortable night's sleep wherever you go. Simply unfold the foam bed on the floor in any room, mobile home, or tent for a comfortable night's sleep. This bed easily accommodates all your sleeping needs then folds neatly away for storage in seconds. Memory foam is known for the therapeutic qualities and comfortable support. The Milliard tri-fold mattress is ventilated for air flow to help regulate sleep temperature for maximum support and comfort. The Milliard Tri-fold Foam Mattress is the ideal solution to temporary sleeping accommodations. Perfect for unexpected sleep over guests, family reunion, dorm rooms, camping and traveling. The Milliard tri-fold mattress is constructed of 4in. 3lb luxurious Foam for a great sleep experience. Our premium foam supersedes all with superior high density construction that will not lose its shape. Mattress includes removable jacquard ultra-soft bamboo cover with anti-slip bottom. CertiPUR Certified.",guests said it was comfortable; I wish it was a little thicker and had a storage cover,4.0,milliard
2825,"Queen Size Mattress, Molblly 10 inch Cooling-Gel Memory Foam Mattress in a Box, Breathable Bed Mattress with CertiPUR-US Certified Foam for Sleep Supportive & Pressure Relief, 10 Year Warranty",13 Oct 2019,,When I laid on it instantly fixed my back was like laying in heaven plus price is a steal,5.0,molblly
117475,Signature Design by Ashley - 12 Inch Chime Express Hybrid Innerspring - Firm Mattress - Bed in a Box - Queen - White,13 Dec 2019,"Size: Queen | 
            
             Style: 12-Inch Why worry when you can chime? With the Sierra Sleep Chime innerspring queen mattress, you have endless possibilities for restful sleep. Feel the support of a truly traditional coil mattress which contours to your body for a comforting feel. High density foam provides the firmness you love. Gel memory foam provides restorative support for your lower back. Hypoallergenic material is ideal for sufferers of allergies for ultimate undisturbed sleep–not to mention peace of mind. Plus, this mattress arrives in a box for quick and easy setup. Simply bring it to your room, remove the plastic wrap, and unroll. You’ll be amazed at how it fully expands within minutes. Foundation/box spring available, sold separately. Fabric: Body: Acrylic (11 %) Fillament Poly (11 %) Para Aramid Fiber (5 %) Polyester (20 %) Viscose (53 %) Care Instructions: Product Care|Mattresses:|Rest easy with the fact that your Ashley-Sleep mattress doesn’t require much care and maintenance. For starters all Ashley-Sleep mattresses are designed to be no flip—now isn’t that a relief!|How to Care for Your Mattress:|To help keep your Ashley-Sleep mattress clean a thin mattress protector is recommended so it breathes to allow airflow and heat dissipation. Ashley-Sleep does not recommend you use a quilted mattress pad as it will change the feel of the mattress you selected at the store. It may also trap heat that needs to escape.|Don’t use dry cleaning fluid of any type on your mattress. These chemicals could damage some of the comfort and upholstery materials.|Vacuuming is the only recommended cleaning method. If you must clean a stain use mild soap with cold water and apply lightly allowing the mattress time to fully air dry.|Please remind the kids not to jump on their Ashley-Sleep mattress as doing so can break down the inner construction and materials.","I've been sleeping on this bed for a couple of weeks now, and it's very comfortable. It was tough but doable to get it up 3 flights of stairs by myself, but it's not too heavy for one person to manage. After I got it out of the package I gave it about 7-8 hours to decompress, and so far my sleep has been great. It's firm, but very comfortable for both back and stomach sleeping. I haven't noticed any issues so far with sagging, although I've slept in a slightly different place so far each night, so I'll have to wait and see if that continues to be true. All in all, I highly recommend it, especially for the price.",5.0,ashley
59788,LINENSPA 6 Inch Innerspring Mattress - Twin,20 Nov 2018,"Size: Twin | 
            
             Style Name: Mattress Only Get a restful night's sleep on this traditional spring mattress from Linenspa. A quilted fabric cover and inner foam layer provide comfort and resilience, while heavy gauge steel coils offer lasting support. Because your family's safety is as important as its comfort, this spring mattress has a fire resistant barrier that's tested to ensure it meets safety standards. For easy shipping and simple set up, this mattress comes compressed and rolled. Note: product trim color may vary by size.",Nice mattress and good price. My daughter is happy sleeping on it.,5.0,linenspa
49902,Home Life FBA_ Mattress,06 Jun 2019,Size: Twin Twin Mattress,Good for a cheap kids mattress or a spare bedroom. Good buy for the price. Fairly firm. Cannot feel the springs when laying down. Super easy to set up. Would buy again.,4.0,home life
1838,"Signature Sleep Contour Encased Mattress, Twin, White",22 Feb 2018,"Size: Twin | 
            
             Style: 8 Inch Sleep tight every night with our Signature Sleep Contour 8 inch reversible mattress. The core is made of independently encased coils, designed to eliminate motion disturbance and keep you sleeping soundly. We then covered these in a layer of foam to help distribute weight evenly and relieve pressure points from head to toe. This Signature Sleep mattress meets federal flammability standard 16 CFR 1633 and is shipped compressed, rolled and vacuum sealed for your convenience. Surround yourself with comfort and live the dream!",Love this mattress! Super comfortable! It really gives good support and at the same time reduces pressure on my fibromyalgia trigger points. Highly recommend this mattress.,5.0,signature sleep
41635,"Best Price Mattress 6-Inch Memory Foam Mattress, Full",23 Apr 2019,"Size: Full | 
            
             Style Name: 6 Inch Memory foam provides a great sleeping surface. In normal temperatures, it is somewhat firm, but when you lay down, it starts reacting to the temperature of your body and begins to mold itself to your shape. Then, weight is evenly distributed along the surface, relieving pressure points and helping you to sleep more without tossing and turning. Mattress Facts: 6"" Deep Dual Layers: 1"" Memory Foam top+2"" Super soft foam + 3"" Supportive Layer below. Rich Poly Jacquard fabric cover .10 Year Warranty.",I was happy that these can be ordered and delivered to your door but I could never sleep more than 4 hours on one of these and you should try one of these out before spending this much money.  I invested in the most expensive mattress cover and foam pad because they are hot to sleep on. I noticed right away when I slept on real beds in motels when traveling that it was the only time I would sleep all night. I will never buy one of these again.,3.0, 
94782,"Zinus Green Tea 12-inch Memory Foam Mattress, Queen",31 Jul 2019,"Size: Queen | 
            
             Style Name: 12 Inch Enjoy the comfort and support of Green Tea Memory Foam. The Memory Foam 12 Inch Green Tea Mattress provides conforming comfort with a Memory foam layer and Pressure Relieving Comfort Foam layer that conforms to the natural shape of your body. The High-density Foam layers provide long lasting durability and stability. Please open your mattress package within 72 hours of receipt and allow 48 hours for your new mattress to return to its original, plush shape. Worry free 10 year limited warranty.",I bought this bed for my son. Let me just say once it aired out this thing was huge. We got the 10 inch looks more like 12. Also it's amazingly comfortable & my son loves it. The pic is after 48 hours timeframe as instructed from the manufacturer.  I've laid on this & it's extremely firm. I might have to purchase one for myself. 😁,5.0,zinus
115072,"Jay-Be Saver Folding Bed with Airflow Mattress, Regular, Black/White",09 Jul 2019,,"It is perfect for us.  I have my great-grandson several times a month, and this bed is perfect for those times.  When he isn't here, it can be folded and stowed away so it's not in the way.  He's 3 and the bed is a perfect height for him to get in and out of easily.",5.0, 
28733,"American Mattress Company 8"" Graphite Infused Memory Foam-Sleeps Cooler-100% Made in The USA-Medium Firm (RV Queen - 60x75)",04 Sep 2019,,"I was highly skeptical of a mattress in a box, but figured it was for the camper, so what the heck. Turns out this mattress is pretty amazing, and I'd actually like to just move it in the house and use it as my full time bed! Super comfy very supportive.. My husband is a big dude and normal mattresses cause me to roll into him all night towards the center of the bed. Not this one however. Nice support and firm. If you're skeptical, go head and take a shot! You won't regret it!",5.0,made in the usa
106881,"Swiss Ortho Sleep, 12"" Inch Certified Independently & Individually Wrapped Pocketed Encased Coil Pocket Spring Contour Mattress (Queen), White",26 Oct 2018,"Size: Queen The Better Mattress Company, is proud to introduce the all new Swiss Ortho Sleep mattress in 4 sizes, twin, full, queen, & king. More sensitive to pressure and temperature. A high quality pocket spring mattress that molds better to the shape of an individual's body. Swiss Ortho Sleep is our best individually encased coil Mattress in ultimate quality & comfort yet. Made from 13 guage springs for extra long lasting use. It features a phenomenal high-quality pocket spring mattress. Temperature sensitive, body forming, super heavy and high-density mattress with the best breathable cover for an excellent night's sleep. Made to fit all body types and weights. We rigorously test for comfort and for long lasting density. The 13 inch guage coils and comfort foam act as an ultra combination of selected layers for comfort that eliminates pressure points,and tossing & turning at night by contouring to the body. Swiss Ortho Sleep bestselling mattress ensures our bodies are supported by the semi firm coils to ensure long lasting use. Made from superior materials in the market and it always comes with a 10 year warranty. Dimensions: TWIN 12""H x 39""W x 75""L, FULL 12""H x 54""W x 75""L, QUEEN, 12""H x 60""W x 80""L, KING 12""H x 76""W x 80""L",It’s comfortable and popes right to full size right away. It’s more like 10” but I’m happy with it.,4.0,swiss ortho
10883,"King Mattress, Molblly 12 inch Gel Memory Foam Mattress with CertiPUR-US Certified Foam Bed Mattress in a Box for Sleep Cooler & Pressure Relief, King Size",14 Mar 2020,,Have had this mattress a week so far and i believe its wonderful. Would highly recommend,5.0,molblly
92608,"Zinus Green Tea 12-inch Memory Foam Mattress, Queen",02 Dec 2019,"Size: Queen | 
            
             Style Name: 12 Inch Enjoy the comfort and support of Green Tea Memory Foam. The Memory Foam 12 Inch Green Tea Mattress provides conforming comfort with a Memory foam layer and Pressure Relieving Comfort Foam layer that conforms to the natural shape of your body. The High-density Foam layers provide long lasting durability and stability. Please open your mattress package within 72 hours of receipt and allow 48 hours for your new mattress to return to its original, plush shape. Worry free 10 year limited warranty.",I love this. You dont sink in. It holds you nice and firmly on top. Bought for my daughter and I sneak in her room to lay on it. I will be ordering me one as well very soon.,5.0,zinus
33707,"Signature Sleep 13"" Hybrid Coil Mattress, Full, White",25 Jan 2018,"Size: Full | 
            
             Style: 13-Inch Indulge in three layers of support and softness with our Signature Sleep 13 inch mattress offering 13 inches of ultimate comfort. We start with independently encased coils for even weight distribution and support, combined with a lavish foam pillow top that includes a layer of 3-zone foam to relieve pressure and contour your body. We also selected rayon made from bamboo mattress ticking to absorb moisture, dry quickly and help your body breathe. This Signature Sleep mattress meets federal flammability standard 16 CFR 1633 and is shipped compressed, rolled and vacuum sealed for your convenience.Talk about a great bedtime story!","Just spent my first night on this mattress last night, and so far I'm impressed. I had a memory foam mattress previously, and I love the squishy sinking in feeling that those provide. But I was always sweating at night, and would wake up during the night with arm pain and tingling due to pinched nerves. I'm not positive, but I believe this was partially due to the fact that I am a side sleeper, and the memory foam allowed my body to push down onto my arms and pinch the nerves, due to not enough support in the mattress. For the record, I am 5'5"" and about 170 pounds, and do usually sleep on my side. I unpacked this mattress and let it sit for 24 hours before laying on it. Initially I thought it would be way too hard, because there is none of that wonderful sinking in feeling you get with memory foam. But after spending my first night on it, I am very happy. I slept all night through with no sweating and no arm tingling. I felt rested and had no hip pain which I do get if I sleep on a mattress that is too hard. I still have trouble getting used to the lack of the squishy sinking in feeling, but obviously it is only in my head, because I slept great on this thing. The mattress does have a nice bounce to it, yet doesn't seem like it would disturb anyone laying next to me if I moved or got out of bed. Overall, I think I will really like this mattress, especially for the price.",4.0,signature sleep
118209,Signature Design by Ashley - 12 Inch Chime Express Hybrid Innerspring - Firm Mattress - Bed in a Box - Queen - White,07 Sep 2019,"Size: Queen | 
            
             Style: 12-Inch Why worry when you can chime? With the Sierra Sleep Chime innerspring queen mattress, you have endless possibilities for restful sleep. Feel the support of a truly traditional coil mattress which contours to your body for a comforting feel. High density foam provides the firmness you love. Gel memory foam provides restorative support for your lower back. Hypoallergenic material is ideal for sufferers of allergies for ultimate undisturbed sleep–not to mention peace of mind. Plus, this mattress arrives in a box for quick and easy setup. Simply bring it to your room, remove the plastic wrap, and unroll. You’ll be amazed at how it fully expands within minutes. Foundation/box spring available, sold separately. Fabric: Body: Acrylic (11 %) Fillament Poly (11 %) Para Aramid Fiber (5 %) Polyester (20 %) Viscose (53 %) Care Instructions: Product Care|Mattresses:|Rest easy with the fact that your Ashley-Sleep mattress doesn’t require much care and maintenance. For starters all Ashley-Sleep mattresses are designed to be no flip—now isn’t that a relief!|How to Care for Your Mattress:|To help keep your Ashley-Sleep mattress clean a thin mattress protector is recommended so it breathes to allow airflow and heat dissipation. Ashley-Sleep does not recommend you use a quilted mattress pad as it will change the feel of the mattress you selected at the store. It may also trap heat that needs to escape.|Don’t use dry cleaning fluid of any type on your mattress. These chemicals could damage some of the comfort and upholstery materials.|Vacuuming is the only recommended cleaning method. If you must clean a stain use mild soap with cold water and apply lightly allowing the mattress time to fully air dry.|Please remind the kids not to jump on their Ashley-Sleep mattress as doing so can break down the inner construction and materials.","I have back and neck issues, and my old mattress was causing me to toss and turn all night, therefore, I would wake up in pain every morning. After browsing Amazon, I came across this mattress. The reviews really sold it to me. Once it arrived, my husband and I removed it from the box and bag, and it plumped up immediately. The corners still looked a little mushed down, but they plumped up after an hour or so. We have been sleeping on the mattress for 2 weeks now, and I haven't woken up in pain, at all. I get a good night's sleep, with hardly any tossing and turning. My husband says his sleep has also improved. I am extremely happy we purchased this mattress. The reviews say it's firm, and I suppose it kinda is, but the memory foam on top is very soft, and allows the mattress to contour to my body. The cooling gel also really helps, as the mattress does stay cool. If you're debating on buying this mattress, just do it! You will love it.",5.0,ashley
128729,TEMPUR-Adapt Medium,9/28/2018, ,"Very uncomfortable. Too soft. Felt right at the store but after sleeping in it, it's a big costly mistake. Wish I could return it.",2.0,Tempur-Pedic
26968,"PrimaSleep Wave Gel Infused Memory Foam Mattress, 10'' H, Full, Blue",05 Feb 2019,"Color: Blue | 
            
             Size: Full PrimaSleep 10 inch wave cool gel infused memory foam mattress - I gel infusion, ventilation memory foam mattress new gel materials that are breathable, help you sleep in proper temperature. Non temperature sensitive foam. Pressure-relief materials that adapts to your body shape, weight and temperature. I gel performance materials to lower temperature ventilation with convoluted HD layer our foam is designed to improve its durability with an excellent breathability and resilience than compared to other ordinary memory foam. Our mission is to provide the most reliable & innovative products that results in most satisfying sleep experience.",Very comfortable and perfect firmness. Slightly on the heavy side so I recommend 2 person handling but it truly is a comfortable mattress. I highly recommend,5.0,primasleep
125420,LUCID 12 Inch Gel Memory Foam Mattress - Triple-Layer - Ventilated Gel Foam - CertiPUR-US Certified - 10-Year Warranty - Queen,17 Nov 2019,"Size: Queen | 
            
             Style: 2019 Model Medium-Plush Mattress Luxury at a Great Price This mattress is pure luxury at a price that makes sense. The 12-inch thick mattress features a 3-inch layer of gel-infused memory foam, a 1-inch layer of bamboo charcoal memory, and an 8-inch high-density foam base. The result is a supportive mattress with a medium feel and has a 4 pound foam density. The Comfort of Gel Memory Foam The LUCID gel memory foam formula infused with gel beads to capture and distribute heat. A ventilated design increases airflow throughout the sleep layer and helps regulate sleeping temperature. The memory foam quickly conforms to weight and pressure and isolates motion transfer between sleeping partners. This mattress correctly aligns the spine and helps relieve pain by supporting the natural curves of your head, neck and shoulders. Open cell construction yields a longer lasting, more resilient foam that will not leave long-lasting body impressions. Our memory foam is naturally resistant to allergens and dust mites. Convenient Shipping and Setup LUCID mattresses are compressed, rolled and packaged in a box for easy shipping and convenient set up. Place the box in the room where the mattress will live, carefully open the packaging and your product will expand. During extreme cold, we suggest you lay the mattress flat in a warm room and allow extra time for expansion if needed. Peace of Mind The 10-year U.S. warranty provides increased peace of mind for your purchase. This mattress does not contain synthetic or natural latex of any kind. All of our mattresses are manufactured to industry standard dimensions for easy bedding purchases and application.It is Hypoallergenic","I also have the 14"" lucid which I think I prefer. It is a little firmer. I was surprised at the difference but soon adjusted to the softer 12"". You just sink into the mattress a little farther but both are very comfortable. We love both mattresses. They are both in rental properties and we get good reviews on the sleep comfort.",4.0,lucid
81805,Olee Sleep 9 Inch I-gel Multi Layered Memory Foam Matress,14 Jan 2020,,"It was easy to set up and I noticed no smell, it expanded to the full thickness in less than 2 days. Like other memory foam mattresses it does not transfer motion to your partner. It is softer than I expected, still comfortable for me to sleep on but if you sit on the bed you sink down a significant amount. I was hoping for a furmer mattress but I'm still happy with the product, especially at the price and convenience.",4.0,olee sleep
131252,TEMPUR-LUXEbreeze Firm,5/27/2019, ,"No more restless nights!. It was time for us to get a new mattress and after a lot of research and reading reviews about various Tempur-Pedic mattresses, we decided to FINALLY get one for ourselves.  After testing several different Tempur-Pedic mattresses, we ultimately decided to purchase the LUXEbreeze firm mattress and we are soooooo glad that we did!  We were immediately drawn to how comfortable it was but we were especially drawn to the cooling technology and the fact that this particular mattress is 8 degrees cooler.  Both my Husband and I were tossing and turning on our old mattress, often times waking up in the middle of the night sweating, and now we have been sleeping so much better!  Neither one of us have woken up sweating...we feel so confident that this mattress is playing a huge role in keeping asleep throughout the night and also keeping us so much cooler!  We HIGHLY recommend this mattress...it truly has helped us sleep better and more peaceful.  It truly is worth the investment and I know you will love it as much as we do!  No more night sweats for us!",5.0,Tempur-Pedic
59931,LINENSPA 6 Inch Innerspring Mattress - Twin,19 Oct 2018,"Size: Twin | 
            
             Style Name: Mattress Only Get a restful night's sleep on this traditional spring mattress from Linenspa. A quilted fabric cover and inner foam layer provide comfort and resilience, while heavy gauge steel coils offer lasting support. Because your family's safety is as important as its comfort, this spring mattress has a fire resistant barrier that's tested to ensure it meets safety standards. For easy shipping and simple set up, this mattress comes compressed and rolled. Note: product trim color may vary by size.",I wasn’t sure how such a thin mattress would be comfortable but it really is! My son has a twin bed and you can tell how comfortable he is when he drifts to sleep. I will lie on it occasionally and I have a hard time getting up because I don’t want to.,5.0,linenspa
28848,"Snuggle-Pedic Original Ultra-Luxury Hybrid Mattress That Breathes - Patented Cooling Airflow Transfer System - Kool-Flow Bamboo Cover, USA Made, Memory Foam & Best Orthopedic Firm Support (King)",02 Aug 2018,,"I really enjoy this mattress and have no complaints so far. It puts my old mattress to shame. Here are some of the pros of the mattress: - Wake up feeling refreshed and energized - Sometimes wake up before the alarm - No back or neck pain upon waking up - Conforms to body shape (regardless of position) - Keeps me cool (no sweating) - Don't wake up during the night - Shock absorbent (no bounce) - Very quiet mattress - Fall asleep fast and stay asleep Overall a great mattress, and so far the best mattress I've purchased. Well worth the investment. If you have back pain or trouble getting a restful nights sleep, you won't be dissapointed with this mattress.",5.0, 
24706,TUFT & NEEDLE Queen Mattress - Adaptive Foam With Cooling Graphite And Gel Beads - Supportive Pressure Relief - CertiPUR-US - 100 Night Trial,06 Feb 2018,"Size: Queen | 
            
             Style: Original 10"" Tuft and Needle is a new mattress company that designs a universally comfortable foam mattress that is No.1 top rated on Amazon. Exclusively available online and made in the USA, the mattress ships right to your door. No gimmicks, no sales tactics, 30 night trial and easy returns.",Bought this for my wife to replace the Temperpedic  XL long she slept on. I will be looking to replace mine soon. Good value and just as good/better than what we had.,5.0,tuft & needle
46106,"Queen Mattress, Iyee Nature 10 inch Cooling Gel Memory Foam Mattress in a Box, Foam Bed Mattress with CertiPUR-US Certified Medium Firm Foam Mattress for Sleep Supportive & Pressure Relief",23 Jan 2020,,I just would love to say that my money was well spent. I feel the difference just by laying down. Tonight is my first night after piecing my bed set together however I am very satisfied. I cant wait to order my son a matress also.,5.0, 
105945,Olee Sleep 13 inch Galaxy Hybrid Gel Infused Memory Foam and Pocket Spring Mattress (Queen),30 Nov 2018,"Size: Queen Oleo sleep 13 "" Euro box mattress is designed to satisfy the need for contoured support of your vertebrae while you sleep. We owe this luxury to the tempered steel independently-encased coils whose particularity is to conform to the curves of your body creating an equal weight distribution, hence relieving any pressure points along your neck, shoulders, back and hips. Another advantage of independently-encased coils is the elimination of motion disturbance, so that if your partner moves throughout the night, you will never even know they are there. To ensure that this mattress lasts many years, its coils are protected by multi HD and memory foam layers which add to unparalleled quality and incredible comfort.",Had the bed for a week or so and I love it. Only thing is that it kinda feels like it's already losing some of the firmness. I will update if things change more,4.0,olee sleep
73724,"Sleep Master 10"" Pillow Top Pocketed Spring Mattress - Queen",30 Jan 2018,"Size: Queen | 
            
             Style: 10 Inch The Sleep Master iCoil 10 Inch Pillow Top Spring Mattress by Zinus features hundreds of independent iCoils providing customized support while minimizing motion transfer for uninterrupted sleep. The pillow top is formed with a 1 inch layer of Pressure Relieving Comfort Foam, on top of another 1.5 inches of Comfort Foam and a layer of High-density Foam. The support for the mattress comes from the 7.5 Inch iCoil Pocketed Springs . The Sleep Master iCoil 10 Inch Pillow Top Spring mattress offers exceptional support, keeping you aligned and pressure free for a great night's sleep. Please open your mattress package within 72 hours of receipt and allow 48 hours for your new mattress to return to its original, plush shape. Another comfort innovation from Zinus. Pioneering comfort.",This mattress is sooooo worth the money!!!,5.0,sleep master
18169,LUCID 10 Inch 2019 Gel Memory Foam Mattress - Medium Firm Feel - CertiPUR-US Certified - 10-Year Warranty - Queen,05 Nov 2019,"Style: 2019 Model Medium Plush | 
            
             Size: Queen A combined 2. 5-inch layer of ventilated gel memory foam and a 7.5-inch layer of high density support foam gives a pressure-relieving and supportive mattress for a medium-firm feel. The top memory foam layer is designed to prevent heat build-up; Microscopic gel beads capture heat and move it away from the body to help regulate temperature as you sleep. This surface layer of memory foam has a ventilated design that improves airflow. The open cell structure of Lucid memory foam makes for a longer lasting, more resilient foam that will not leave long-lasting body impressions. Soft, Breathable cover made of a cozy Tencel blend fabric (10 percent Tencel lyocell, 90 percent polyester), the soft cover creates a breathable air layer at the top of the mattress. This mattress is CertiPUR-US certified, which means the foam has been independently tested for safety of materials used, physical performance and environmental stewardship. Careful construction guarantees no prohibited phthalates, no ozone depletes, no CFCs, no mercury, no formaldehyde, no PBDEs, and low emission (VOCs) for indoor air quality. This mattress does not contain synthetic or natural latex of any kind. We offer a 10-Year that protects the mattress and cover against manufacturer defect. All of our products are shipped vacuum packed, so your mattress is easy to transport and set up. After your mattress arrives, simply take the package into the right room, remove it from the box and protective wrap, and then watch as it expands.",The best mattress for the money !!,5.0,lucid
49068,"Sleep Innovations Marley 10-inch Cooling Gel Memory Foam Mattress Bed in a Box, Made in the USA, Queen, White",17 Jan 2020,"Style Name: 10"" Cooling Gel Memory Foam Mattress | 
            
             Size: Queen Keep your cool on our triple-layered memory foam Marley 10” Mattress. Designed with cooling gel memory foam, to keep you consistently comfortable for deep, undisturbed sleep.","This bed has a decent rating from Consumer Reports and its price was amazingly low. The bed feels comfortable at first but after a few hours, it seems my weight (5’9”, 165 pounds) compresses the foam to the point that it is no longer a cushion. I like mattresses that are on the firm side but that’s not what I had in mind. Amazon is great with returns but I have no idea how I would return this especially since mine is a king. I tried it out for 2 weeks but ended up propping this against the wall and re-using my worn out innerspring mattress.",2.0,sleep innovations
8086,"Linenspa 5"" Gel Memory Mattress, Twin",28 Jan 2019,"Size: Twin | 
            
             Style: Mattress Only For a upgrade to the basic mattress, the LINENSPA 5 Inch Gel Memory Foam Mattress offers the benefits of memory foam and firm support. A comfort layer at the surface features a 1 inch layer of gel infused memory foam that compresses to hug curves and alleviate pressure. Infusing the memory foam with gel material helps to distribute heat to maintain a comfortable temperature. Beneath the comfort layer, a 4 inch layer of high density support foam offers the support you need to wake up refreshed. This mattress has a low profile, so it is a perfect fit for bunk beds and trundle beds. It has a soft, breathable fabric cover and comes with a 10-year warranty from the manufacturer.","It’s amazing!! Good value and had company who even asked, my aunt wants to purchase her own. Fast delivery and comfort.",5.0,linenspa
65750,"Signature Sleep Memoir 12-Inch Memory Foam Mattress, Queen Size",21 Feb 2018,"Size: Queen | 
            
             Style: 12"" Memory Foam The Memoir 12 by Signature Sleep is a memory foam mattress that encompasses the comfort of memory foam, minimizes pressure on the body, and provides balanced support. Within minutes it creates a perfectly personalized and balanced form around the body. The Memoir 12 mattress will support body weight evenly, relieve pressure focused on the shoulders, hips, and feet, and eliminate motion disturbance. The result is a unique and unprecedented sleeping experience. The Memoir Mattress Collection will provide lasting comfort, with a dense foam core that ensure years of unbridled durability. For your convenience and even more cost savings, this mattress is shipped compressed, rolled and vacuum sealed.","I thought this mattress was great at first, but it's not made with the safest materials. One word FIBERGLASS, look it up and steer clear. The tag on my mattress cover DOES NOT list fiberglass as a material. There is a small description on this listing that states 2% fiberglass, but this could have been added AFTER I purchased my mattress. Whatever you do, DO NOT remove the cover or you'll be throwing out everything that comes into contact with these hazardous tiny fibers. Why would this company even put a zipper on the mattress cover if it's not removable? Shining a flashlight on your belongings will expose these tiny glass fibers but washing your linen only makes them embed further into fabrics. A class action lawsuit needs to be filed against company's who use these materials and company's who don't disclose these materials on the tags. Also, on the list of Do's and Do Not's in the warranty you would think it would state not to remove the tag. I called the company, and a male representative apprehensively confirmed that the sparkling strands were indeed fiberglass and told me to vacuum immediately. I had my mother call back a few hours later just to double check out of fear, and a female representative would not disclose any information about the material to her. VERY shady signature sleep! Fabrics wear down over time, so I'm sure the thin strands would've eventually made its way through the ""cover."" I will be dumping this mattress soon but not before cutting out a sample to have it tested in a lab for further proceedings.",1.0,signature sleep
